device,version,seed,distribution,batch_size,learning_rate,alpha,beta,convolution_type,kernel_size,kernel_count,pool_type,linear_layer_shapes,l1_lambda,l2_lambda,dropout_p,epochs,early_stopping_criteria,best_score,trainLoss,trainAUROC,trainAccuracy,valLoss,valAUROC,valAccuracy,bothLoss,bothAUROC,bothAccuracy
redwan-colab,207,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0.002,0,,3,valAccuracy,0.6273764371871948,0.6889589428901672,0.8412061333656311,0.6030389070510864,0.6981464624404907,0.7045217752456665,0.5969581604003906,0.689978837966919,0.8267541527748108,0.6023638844490051
redwan-colab,208,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],1.5e-05,0,,15,valAccuracy,0.7756654024124146,0.07959519326686859,0.9999740123748779,0.9971510171890259,0.5617720484733582,0.8417971134185791,0.7490494251251221,0.1331459879875183,0.9864856004714966,0.969607412815094
redwan-colab,209,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0.0015,0,,13,valAccuracy,0.7680608630180359,0.3417873680591583,0.9818923473358154,0.9197530746459961,0.5973281264305115,0.8546666502952576,0.7566539645195007,0.3701570928096771,0.9692046046257019,0.9016462564468384
redwan-colab,210,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,1,,0,valAccuracy,0.4752851724624634,0.6934828758239746,0.5217666625976562,0.5018993616104126,0.6951255798339844,0.4867970943450928,0.4752851724624634,0.6936652660369873,0.516664445400238,0.4989446997642517
redwan-colab,211,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0.001,,9,valAccuracy,0.7756654024124146,0.24555028975009918,0.983043909072876,0.9221272468566895,0.4752936065196991,0.8683477640151978,0.7604562640190125,0.2710496783256531,0.9716046452522278,0.9041789770126343
redwan-colab,212,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0.001,,21,valAccuracy,0.7984790802001953,0.02353743650019169,1.0,1.0,0.6272919178009033,0.8573333024978638,0.7680608630180359,0.09055855870246887,0.9882767200469971,0.9742507338523865
redwan-colab,213,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0.002,,13,valAccuracy,0.8136882185935974,0.07442861795425415,0.9999963045120239,0.9981006383895874,0.513898491859436,0.8654493093490601,0.7718631029129028,0.12320748716592789,0.9884487986564636,0.9729843735694885
redwan-colab,214,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0.003,,15,valAccuracy,0.7718631029129028,0.08923839777708054,0.9996846914291382,0.9947768449783325,0.5407747030258179,0.8538550734519958,0.7566539645195007,0.1393471360206604,0.9866180419921875,0.968341052532196
redwan-colab,215,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0.0015,,10,valAccuracy,0.7870722413063049,0.09448935091495514,0.9997403025627136,0.9947768449783325,0.5188050866127014,0.8574492931365967,0.7566539645195007,0.14159156382083893,0.9869656562805176,0.968341052532196
redwan-colab,216,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0,0.5,11,valAccuracy,0.7642585635185242,0.141910582780838,0.9951960444450378,0.9753086566925049,0.5415993332862854,0.8438260555267334,0.7414448857307434,0.18630863726139069,0.981657087802887,0.9493457078933716
redwan-colab,217,0,"[0.3, 0.2, 0.2, 0.3]",64,0.001,10,0.1,custom,12,128,max,[32],0,0,0.9,33,valAccuracy,0.7908745408058167,0.550628662109375,0.9692817330360413,0.9154796004295349,0.602613627910614,0.853101372718811,0.7794677019119263,0.5563992857933044,0.9576351642608643,0.9003798961639404
