(-10.16380786895752, 9)
(-6.99925422668457, 1)
(-5.696201324462891, 8)
(-3.164553642272949, 4)
(-2.9411733150482178, 12)
(-2.084881067276001, 5)
(-1.9359588623046875, 2)
(-1.3402819633483887, 15)
(-1.1541306972503662, 3)
(-1.1541306972503662, 6)
(-1.0796666145324707, 0)
(-1.0424375534057617, 13)
(-1.0424375534057617, 14)
(-0.8562862873077393, 11)
(-0.40952563285827637, 10)
(-0.22338032722473145, 7)
