(-39.7244930267334, 5)
(-39.538341760635376, 9)
(-34.921813011169434, 14)
(-34.81012582778931, 1)
(-33.02307724952698, 8)
(-31.831717491149902, 2)
(-29.895752668380737, 12)
(-28.2576322555542, 4)
(-24.162322282791138, 3)
(-23.976171016693115, 15)
(-18.577808141708374, 11)
(-17.349213361740112, 0)
(-15.636628866195679, 6)
(-12.881606817245483, 10)
(-12.769913673400879, 13)
(-6.701409816741943, 7)
