device,version,seed,distribution,batch_size,alpha,beta,learning_rate,epochs,convolution_type,kernel_size,kernel_count,pool_type,linear_layer_shapes,l1_lambda,l2_lambda,dropout_p,early_stopping_criteria,best_score,trainLoss,trainAUROC,trainAccuracy,valLoss,valAUROC,valAccuracy,bothLoss,bothAUROC,bothAccuracy
redwan-pc,38,70,"[0.3, 0.2, 0.2, 0.3]",64,10,0.1,0.001,-20,custom,10,128,max,[32],0.001,0,,valAccuracy,-inf,0.27003321051597595,0.9907556772232056,0.9544159770011902,0.5442847609519958,0.8675312995910645,0.7870722413063049,0.30047985911369324,0.978474497795105,0.9358379244804382
